Node,Node.label,Class,Order,Family,Genus,Trait,Interval.my,Log10Years,d,sd,Taxa,Comparisons,Within.order,Within.family,Within.genus,Tree.source,Trait.source,Comments
5,29,Aves,Passeriformes,Paridae,Poecile,Log(mass)/3,5.433051673,6.735043836,0.011530388,0.025753657,5,4,1,1,1,"Gill, F. B., B. Slikas, and F. H. Sheldon. 2005. Phylogeny of titmice (Paridae): II. Species relationships based on sequences of the mitochondrial cytochrome-B gene. Auk 122:121-143.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
6,30,Aves,Passeriformes,Paridae,Poecile,Log(mass)/3,5.56269065,6.745284909,0.04287403,0.017480214,4,3,1,1,1,"Gill, F. B., B. Slikas, and F. H. Sheldon. 2005. Phylogeny of titmice (Paridae): II. Species relationships based on sequences of the mitochondrial cytochrome-B gene. Auk 122:121-143.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
7,31,Aves,Passeriformes,Paridae,Poecile,Log(mass)/3,6.034105112,6.780612871,0.028398177,0.008571936,3,2,1,1,1,"Gill, F. B., B. Slikas, and F. H. Sheldon. 2005. Phylogeny of titmice (Paridae): II. Species relationships based on sequences of the mitochondrial cytochrome-B gene. Auk 122:121-143.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
4,28,Aves,Passeriformes,Paridae,Poecile,Log(mass)/3,6.597445394,6.819375804,-0.013844558,0.025687943,7,10,1,1,1,"Gill, F. B., B. Slikas, and F. H. Sheldon. 2005. Phylogeny of titmice (Paridae): II. Species relationships based on sequences of the mitochondrial cytochrome-B gene. Auk 122:121-143.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
16,37,Aves,Passeriformes,Parulidae,Basileuterus,Log(mass)/3,5.645550315,6.751706282,0.039427908,0.050116517,3,3,1,1,1,"Garcia-Moreno, J., J. Ohlson, J. Fjedsas. 2001. MtDNA sequences support monophyly of Hemispingus Tanagers. Mol. Phylo. Evol. 21:424-435.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
12,36,Aves,Passeriformes,Parulidae,Dendroica,Log(mass)/3,0.770440021,5.886738835,0.053796116,NA,2,1,1,1,1,"Lovette, I. J., and E. Bermingham. 1999.  Explosive speciation in the new world Dendrorica Warblers. Proc. Roy. Soc. Lond., B 266:1639-1636.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
10,34,Aves,Passeriformes,Parulidae,Dendroica,Log(mass)/3,1.089511141,6.037231676,-0.023819655,NA,2,1,1,1,1,"Lovette, I. J., and E. Bermingham. 1999.  Explosive speciation in the new world Dendrorica Warblers. Proc. Roy. Soc. Lond., B 266:1639-1636.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
11,35,Aves,Passeriformes,Parulidae,Dendroica,Log(mass)/3,1.307413369,6.116412922,0.032596202,0.038039598,3,2,1,1,1,"Lovette, I. J., and E. Bermingham. 1999.  Explosive speciation in the new world Dendrorica Warblers. Proc. Roy. Soc. Lond., B 266:1639-1636.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
9,33,Aves,Passeriformes,Parulidae,Dendroica,Log(mass)/3,3.390454909,6.530257973,-0.033640629,0.032130264,5,6,1,1,1,"Lovette, I. J., and E. Bermingham. 1999.  Explosive speciation in the new world Dendrorica Warblers. Proc. Roy. Soc. Lond., B 266:1639-1636.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
21,45,Aves,Passeriformes,Parulidae,Dendroica,Log(mass)/3,3.502000097,6.544316154,-0.047267802,NA,2,1,1,1,1,"Lovette, I. J., and E. Bermingham. 1999.  Explosive speciation in the new world Dendrorica Warblers. Proc. Roy. Soc. Lond., B 266:1639-1636.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
20,44,Aves,Passeriformes,Parulidae,Dendroica,Log(mass)/3,3.723793436,6.570985582,-0.057137255,0.033423383,3,2,1,1,1,"Lovette, I. J., and E. Bermingham. 1999.  Explosive speciation in the new world Dendrorica Warblers. Proc. Roy. Soc. Lond., B 266:1639-1636.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
16,40,Aves,Passeriformes,Parulidae,Dendroica,Log(mass)/3,4.031191223,6.6054334,0.129552663,NA,2,1,1,1,1,"Lovette, I. J., and E. Bermingham. 1999.  Explosive speciation in the new world Dendrorica Warblers. Proc. Roy. Soc. Lond., B 266:1639-1636.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
8,32,Aves,Passeriformes,Parulidae,Dendroica,Log(mass)/3,4.165823671,6.619700883,-0.051147009,0.030810189,6,5,1,1,1,"Lovette, I. J., and E. Bermingham. 1999.  Explosive speciation in the new world Dendrorica Warblers. Proc. Roy. Soc. Lond., B 266:1639-1636.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
7,31,Aves,Passeriformes,Parulidae,Dendroica,Log(mass)/3,4.410574566,6.644495169,-0.074610504,0.034574802,7,6,1,1,1,"Lovette, I. J., and E. Bermingham. 1999.  Explosive speciation in the new world Dendrorica Warblers. Proc. Roy. Soc. Lond., B 266:1639-1636.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
15,39,Aves,Passeriformes,Parulidae,Dendroica,Log(mass)/3,5.626546822,6.750241937,-0.000548217,0.091607567,3,2,1,1,1,"Lovette, I. J., and E. Bermingham. 1999.  Explosive speciation in the new world Dendrorica Warblers. Proc. Roy. Soc. Lond., B 266:1639-1636.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
14,38,Aves,Passeriformes,Parulidae,Dendroica,Log(mass)/3,6.011766833,6.779002128,0.069169653,0.064777105,4,3,1,1,1,"Lovette, I. J., and E. Bermingham. 1999.  Explosive speciation in the new world Dendrorica Warblers. Proc. Roy. Soc. Lond., B 266:1639-1636.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
19,43,Aves,Passeriformes,Parulidae,Dendroica,Log(mass)/3,6.179084615,6.790924142,0.041270207,0.040580577,4,3,1,1,1,"Lovette, I. J., and E. Bermingham. 1999.  Explosive speciation in the new world Dendrorica Warblers. Proc. Roy. Soc. Lond., B 266:1639-1636.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
13,37,Aves,Passeriformes,Parulidae,Dendroica,Log(mass)/3,6.310409619,6.800057551,-0.002348112,0.063194085,5,4,1,1,1,"Lovette, I. J., and E. Bermingham. 1999.  Explosive speciation in the new world Dendrorica Warblers. Proc. Roy. Soc. Lond., B 266:1639-1636.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
6,30,Aves,Passeriformes,Parulidae,Dendroica,Log(mass)/3,7.046135369,6.847950983,-0.065303729,0.063625061,12,35,1,1,1,"Lovette, I. J., and E. Bermingham. 1999.  Explosive speciation in the new world Dendrorica Warblers. Proc. Roy. Soc. Lond., B 266:1639-1636.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
18,42,Aves,Passeriformes,Parulidae,Dendroica,Log(mass)/3,7.081822418,6.850145032,0.092407879,0.039034126,5,4,1,1,1,"Lovette, I. J., and E. Bermingham. 1999.  Explosive speciation in the new world Dendrorica Warblers. Proc. Roy. Soc. Lond., B 266:1639-1636.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
17,41,Aves,Passeriformes,Parulidae,Dendroica,Log(mass)/3,7.263148201,6.861124906,-0.000774377,0.053390921,6,5,1,1,1,"Lovette, I. J., and E. Bermingham. 1999.  Explosive speciation in the new world Dendrorica Warblers. Proc. Roy. Soc. Lond., B 266:1639-1636.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
5,29,Aves,Passeriformes,Parulidae,Dendroica,Log(mass)/3,7.370088908,6.867472727,-0.035727582,0.069996495,18,72,1,1,1,"Lovette, I. J., and E. Bermingham. 1999.  Explosive speciation in the new world Dendrorica Warblers. Proc. Roy. Soc. Lond., B 266:1639-1636.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
4,28,Aves,Passeriformes,Parulidae,Dendroica,Log(mass)/3,7.627875026,6.882403569,0.015063242,0.055136464,19,18,1,1,1,"Lovette, I. J., and E. Bermingham. 1999.  Explosive speciation in the new world Dendrorica Warblers. Proc. Roy. Soc. Lond., B 266:1639-1636.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
3,27,Aves,Passeriformes,Parulidae,Dendroica,Log(mass)/3,7.758056589,6.889752943,-0.020665519,0.053694333,20,19,1,1,1,"Lovette, I. J., and E. Bermingham. 1999.  Explosive speciation in the new world Dendrorica Warblers. Proc. Roy. Soc. Lond., B 266:1639-1636.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
2,26,Aves,Passeriformes,Parulidae,Dendroica,Log(mass)/3,8.748774464,6.941947221,-0.021286506,0.052466117,21,20,1,1,1,"Lovette, I. J., and E. Bermingham. 1999.  Explosive speciation in the new world Dendrorica Warblers. Proc. Roy. Soc. Lond., B 266:1639-1636.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
1,25,Aves,Passeriformes,Parulidae,Dendroica,Log(mass)/3,8.886186277,6.948715413,0.070165502,0.051348181,22,21,1,1,1,"Lovette, I. J., and E. Bermingham. 1999.  Explosive speciation in the new world Dendrorica Warblers. Proc. Roy. Soc. Lond., B 266:1639-1636.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
0,24,Aves,Passeriformes,Parulidae,Dendroica,Log(mass)/3,8.953800652,6.952007421,-0.016795315,0.05229592,23,22,1,1,1,"Lovette, I. J., and E. Bermingham. 1999.  Explosive speciation in the new world Dendrorica Warblers. Proc. Roy. Soc. Lond., B 266:1639-1636.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
2,8,Aves,Passeriformes,Parulidae,Myioborus,Log(mass)/3,8.280181588,6.918039861,0.062092855,0.025506187,3,2,1,1,1,"Pérez-Emán, J. L. 2005. Molecular phylogenetics and biogeography of the Neotropical redstarts (Myioborus: Aves, Parulidae). Mol Phylo. Evol. 37:511-528.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
3,9,Aves,Passeriformes,Parulidae,Myioborus,Log(mass)/3,8.343762427,6.92136193,-0.036071195,NA,2,1,1,1,1,"Pérez-Emán, J. L. 2005. Molecular phylogenetics and biogeography of the Neotropical redstarts (Myioborus: Aves, Parulidae). Mol Phylo. Evol. 37:511-528.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
1,7,Aves,Passeriformes,Parulidae,Myioborus,Log(mass)/3,10.75657376,7.03167396,0.048721539,0.0401305,4,3,1,1,1,"Pérez-Emán, J. L. 2005. Molecular phylogenetics and biogeography of the Neotropical redstarts (Myioborus: Aves, Parulidae). Mol Phylo. Evol. 37:511-528.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
0,6,Aves,Passeriformes,Parulidae,Myioborus,Log(mass)/3,13.27616829,7.123072749,0.008155218,0.040829953,5,4,1,1,1,"Pérez-Emán, J. L. 2005. Molecular phylogenetics and biogeography of the Neotropical redstarts (Myioborus: Aves, Parulidae). Mol Phylo. Evol. 37:511-528.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
4,11,Aves,Piciformes,Ramphastidae,Ramphastos,Log(mass)/3,3.909704272,6.592143909,-0.002233398,NA,2,1,1,1,1,"Weckstein, J. D.  2005. Molecular phylogenetics of the Ramphastos toucans: Implications for the evolution of morphology, vocalizations, and coloration. Auk 122:1191-1209.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
2,9,Aves,Piciformes,Ramphastidae,Ramphastos,Log(mass)/3,6.515174373,6.813926044,-0.035065289,0.051596397,3,2,1,1,1,"Weckstein, J. D.  2005. Molecular phylogenetics of the Ramphastos toucans: Implications for the evolution of morphology, vocalizations, and coloration. Auk 122:1191-1209.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
3,10,Aves,Piciformes,Ramphastidae,Ramphastos,Log(mass)/3,6.584133881,6.818498653,0.072968325,NA,2,1,1,1,1,"Weckstein, J. D.  2005. Molecular phylogenetics of the Ramphastos toucans: Implications for the evolution of morphology, vocalizations, and coloration. Auk 122:1191-1209.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
1,8,Aves,Piciformes,Ramphastidae,Ramphastos,Log(mass)/3,7.14080701,6.853747296,-0.148425117,0.037339767,5,6,1,1,1,"Weckstein, J. D.  2005. Molecular phylogenetics of the Ramphastos toucans: Implications for the evolution of morphology, vocalizations, and coloration. Auk 122:1191-1209.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
0,7,Aves,Piciformes,Ramphastidae,Ramphastos,Log(mass)/3,9.415671238,6.973851286,-0.100580722,0.086487596,6,5,1,1,1,"Weckstein, J. D.  2005. Molecular phylogenetics of the Ramphastos toucans: Implications for the evolution of morphology, vocalizations, and coloration. Auk 122:1191-1209.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
0,4,Aves,Passeriformes,Sylviidae,Phylloscopus,Log(mass)/3,3.422000796,6.534280106,0.062289326,0.038636769,3,3,1,1,1,"Price, T., I. J. Lovette, E. Bermingham, H. L. Gibbs, and A. D. Richman. 2000. Imprint on history on communities of North American and Asian Warblers. Amer. Natur. 156:354-367.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
13,34,Aves,Passeriformes,Thraupidae,Chlorospingus,Log(mass)/3,4.824169019,6.683422515,-0.117406865,NA,2,1,1,1,1,"Garcia-Moreno, J., J. Ohlson, J. Fjedsas. 2001. MtDNA sequences support monophyly of Hemispingus Tanagers. Mol. Phylo. Evol. 21:424-435.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
10,31,Aves,Passeriformes,Thraupidae,Hemispingus,Log(mass)/3,4.199456484,6.623193085,-0.020208207,NA,2,1,1,1,1,"Garcia-Moreno, J., J. Ohlson, J. Fjedsas. 2001. MtDNA sequences support monophyly of Hemispingus Tanagers. Mol. Phylo. Evol. 21:424-435.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
8,29,Aves,Passeriformes,Thraupidae,Hemispingus,Log(mass)/3,4.858875271,6.686535751,0.085943036,NA,2,1,1,1,1,"Garcia-Moreno, J., J. Ohlson, J. Fjedsas. 2001. MtDNA sequences support monophyly of Hemispingus Tanagers. Mol. Phylo. Evol. 21:424-435.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
11,32,Aves,Passeriformes,Thraupidae,Hemispingus,Log(mass)/3,7.253606655,6.860554001,0,NA,2,1,1,1,1,"Garcia-Moreno, J., J. Ohlson, J. Fjedsas. 2001. MtDNA sequences support monophyly of Hemispingus Tanagers. Mol. Phylo. Evol. 21:424-435.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
7,28,Aves,Passeriformes,Thraupidae,Hemispingus,Log(mass)/3,8.78068174,6.943528236,0.10769019,0.060770904,3,2,1,1,1,"Garcia-Moreno, J., J. Ohlson, J. Fjedsas. 2001. MtDNA sequences support monophyly of Hemispingus Tanagers. Mol. Phylo. Evol. 21:424-435.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
6,27,Aves,Passeriformes,Thraupidae,Hemispingus,Log(mass)/3,11.41174617,7.057352103,0.034520314,0.119011005,8,21,1,1,1,"Garcia-Moreno, J., J. Ohlson, J. Fjedsas. 2001. MtDNA sequences support monophyly of Hemispingus Tanagers. Mol. Phylo. Evol. 21:424-435.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
9,30,Aves,Passeriformes,Thraupidae,Hemispingus,Log(mass)/3,12.65042883,7.102105248,-0.188131599,0.01428936,3,2,1,1,1,"Garcia-Moreno, J., J. Ohlson, J. Fjedsas. 2001. MtDNA sequences support monophyly of Hemispingus Tanagers. Mol. Phylo. Evol. 21:424-435.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
2,23,Aves,Passeriformes,Thraupidae,Multiple,Log(mass)/3,19.079762,7.280572953,0.210301194,0.098302546,12,32,1,1,0,"Garcia-Moreno, J., J. Ohlson, J. Fjedsas. 2001. MtDNA sequences support monophyly of Hemispingus Tanagers. Mol. Phylo. Evol. 21:424-435.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
5,26,Aves,Passeriformes,Thraupidae,Ramphocelus,Log(mass)/3,1.041187558,6.01752897,0.078458707,NA,2,1,1,1,1,"Garcia-Moreno, J., J. Ohlson, J. Fjedsas. 2001. MtDNA sequences support monophyly of Hemispingus Tanagers. Mol. Phylo. Evol. 21:424-435.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
4,25,Aves,Passeriformes,Thraupidae,Ramphocelus,Log(mass)/3,3.887100217,6.589625738,-0.029983768,0.055478683,3,2,1,1,1,"Garcia-Moreno, J., J. Ohlson, J. Fjedsas. 2001. MtDNA sequences support monophyly of Hemispingus Tanagers. Mol. Phylo. Evol. 21:424-435.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
3,24,Aves,Passeriformes,Thraupidae,Ramphocelus,Log(mass)/3,7.461844166,6.872846175,-0.102601234,0.042879105,4,3,1,1,1,"Garcia-Moreno, J., J. Ohlson, J. Fjedsas. 2001. MtDNA sequences support monophyly of Hemispingus Tanagers. Mol. Phylo. Evol. 21:424-435.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
5,13,Aves,Passeriformes,Tyrannidae,Muscisaxicola,Log(mass)/3,1.422123478,6.152937306,-0.02764346,NA,2,1,1,1,1,"Chesser, R. T. 2000. Evolution in the  high Andes: The phylogenetics of Muscisaxicola ground-tyrants. Mol. Phylo. Evol. 15:369-380.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
2,10,Aves,Passeriformes,Tyrannidae,Muscisaxicola,Log(mass)/3,1.747669816,6.242459386,-0.112924578,NA,2,1,1,1,1,"Chesser, R. T. 2000. Evolution in the  high Andes: The phylogenetics of Muscisaxicola ground-tyrants. Mol. Phylo. Evol. 15:369-380.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
4,12,Aves,Passeriformes,Tyrannidae,Muscisaxicola,Log(mass)/3,2.570102671,6.409950473,-0.047995136,NA,2,1,1,1,1,"Chesser, R. T. 2000. Evolution in the  high Andes: The phylogenetics of Muscisaxicola ground-tyrants. Mol. Phylo. Evol. 15:369-380.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
3,11,Aves,Passeriformes,Tyrannidae,Muscisaxicola,Log(mass)/3,3.024154143,6.480603924,-0.044144598,0.031977565,4,4,1,1,1,"Chesser, R. T. 2000. Evolution in the  high Andes: The phylogenetics of Muscisaxicola ground-tyrants. Mol. Phylo. Evol. 15:369-380.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
1,9,Aves,Passeriformes,Tyrannidae,Muscisaxicola,Log(mass)/3,4.047911707,6.607231031,-0.05453702,0.068106121,6,8,1,1,1,"Chesser, R. T. 2000. Evolution in the  high Andes: The phylogenetics of Muscisaxicola ground-tyrants. Mol. Phylo. Evol. 15:369-380.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
0,8,Aves,Passeriformes,Tyrannidae,Muscisaxicola,Log(mass)/3,17.8964816,7.252767658,0.171258331,0.052581913,7,6,1,1,1,"Chesser, R. T. 2000. Evolution in the  high Andes: The phylogenetics of Muscisaxicola ground-tyrants. Mol. Phylo. Evol. 15:369-380.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
4,16,Aves,Passeriformes,Tyrannidae,Myiarchus,Log(mass)/3,0.707461065,5.849702544,0.102055629,NA,2,1,1,1,1,"Joseph, L., T. Wilke, E. Bermingham, D. Alpers, and R. Ricklefs. 2004. Towards a phylogenetic framework for the evolution of snakes, rattles, and rolls in Myiarchus tyrant-flycatchers (Aves: Passeriformes: Tyrannidae). Mol. Phylo. Evol. 31:139-152.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
6,18,Aves,Passeriformes,Tyrannidae,Myiarchus,Log(mass)/3,0.953225652,5.979195721,0.001325117,0.05918894,3,2,1,1,1,"Joseph, L., T. Wilke, E. Bermingham, D. Alpers, and R. Ricklefs. 2004. Towards a phylogenetic framework for the evolution of snakes, rattles, and rolls in Myiarchus tyrant-flycatchers (Aves: Passeriformes: Tyrannidae). Mol. Phylo. Evol. 31:139-152.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
7,19,Aves,Passeriformes,Tyrannidae,Myiarchus,Log(mass)/3,1.054088575,6.022877106,-0.083705801,NA,2,1,1,1,1,"Joseph, L., T. Wilke, E. Bermingham, D. Alpers, and R. Ricklefs. 2004. Towards a phylogenetic framework for the evolution of snakes, rattles, and rolls in Myiarchus tyrant-flycatchers (Aves: Passeriformes: Tyrannidae). Mol. Phylo. Evol. 31:139-152.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
5,17,Aves,Passeriformes,Tyrannidae,Myiarchus,Log(mass)/3,1.167736939,6.067345018,0.031613429,0.041859892,4,3,1,1,1,"Joseph, L., T. Wilke, E. Bermingham, D. Alpers, and R. Ricklefs. 2004. Towards a phylogenetic framework for the evolution of snakes, rattles, and rolls in Myiarchus tyrant-flycatchers (Aves: Passeriformes: Tyrannidae). Mol. Phylo. Evol. 31:139-152.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
3,15,Aves,Passeriformes,Tyrannidae,Myiarchus,Log(mass)/3,1.181942985,6.072596527,-0.009914903,0.05498095,3,3,1,1,1,"Joseph, L., T. Wilke, E. Bermingham, D. Alpers, and R. Ricklefs. 2004. Towards a phylogenetic framework for the evolution of snakes, rattles, and rolls in Myiarchus tyrant-flycatchers (Aves: Passeriformes: Tyrannidae). Mol. Phylo. Evol. 31:139-152.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
1,13,Aves,Passeriformes,Tyrannidae,Myiarchus,Log(mass)/3,1.244449585,6.094977307,0.029388382,0.107286506,7,6,1,1,1,"Joseph, L., T. Wilke, E. Bermingham, D. Alpers, and R. Ricklefs. 2004. Towards a phylogenetic framework for the evolution of snakes, rattles, and rolls in Myiarchus tyrant-flycatchers (Aves: Passeriformes: Tyrannidae). Mol. Phylo. Evol. 31:139-152.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
2,14,Aves,Passeriformes,Tyrannidae,Myiarchus,Log(mass)/3,1.557240877,6.192355795,0.133657812,0.114911808,6,11,1,1,1,"Joseph, L., T. Wilke, E. Bermingham, D. Alpers, and R. Ricklefs. 2004. Towards a phylogenetic framework for the evolution of snakes, rattles, and rolls in Myiarchus tyrant-flycatchers (Aves: Passeriformes: Tyrannidae). Mol. Phylo. Evol. 31:139-152.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
0,12,Aves,Passeriformes,Tyrannidae,Myiarchus,Log(mass)/3,2.804780738,6.447898916,-0.114206049,0.098685334,11,28,1,1,1,"Joseph, L., T. Wilke, E. Bermingham, D. Alpers, and R. Ricklefs. 2004. Towards a phylogenetic framework for the evolution of snakes, rattles, and rolls in Myiarchus tyrant-flycatchers (Aves: Passeriformes: Tyrannidae). Mol. Phylo. Evol. 31:139-152.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
10,29,Aves,Passeriformes,Viduidae,Vidua,Log(mass)/3,0.558977508,5.747394333,-0.03314831,NA,2,1,1,1,1,"Sorenson, M. D., C. N. Balakrishnan, and R. B. Payne. 2004. Clade-limited colonization in brood parasitic finches (Vidua spp.). Syst. Biol. 53:140-153.","Dunning, 2008.",Trees obtained from the spreadsheet provided with McPeek 2008. Most are calibrated with a molecular clock. Masses of subspecies are averaged.
